store_name,owner_name,contact_number,address,city,website,google_maps_url
"Shri Parasprabhu Granite Stones (Indian Granite's in Chakala, Mumbai, India)",,09820517407,"G-40, Bajson Industrial Estate, Chakala Rd, opposite maharaja hotel, Satya Nagar, Bamanwada, Andheri East, Mumbai, Maharashtra 400099",Mumbai,5.0,2,Granite supplier,,"https://www.google.com/maps/place/Shri+Parasprabhu+Granite+Stones+%28Indian+Granite%27s+in+Chakala,+Mumbai,+India%29/data=!4m7!3m6!1s0x3be7c972242ebe87:0x952b5b1b1c7e6cee!8m2!3d19.1032773!4d72.8576264!16s%2Fg%2F11wvwkm9c3!19sChIJh74uJHLJ5zsR7mx-HBtbK5U?authuser=0&hl=en&rclk=1"
The Stone Casa @ duncan road,,08879782414,"Duncan Rd, Charni Road East, Null Bazar, Bhuleshwar, Mumbai, Maharashtra 400004",Mumbai,4.2,49,Natural stone supplier,http://www.thestonecasa.com/,https://www.google.com/maps/place/The+Stone+Casa+@+duncan+road/data=!4m7!3m6!1s0x3be7ce3d8520038f:0x41dfad140a833cf9!8m2!3d18.957402!4d72.828563!16s%2Fg%2F1ptwt1yn7!19sChIJjwMghT3O5zsR-TyDChSt30E?authuser=0&hl=en&rclk=1
Balaji stone suppliers,,09892094454,"Farida compaund,L.B.S.marg, kurla road, near kolhapur garage, Kurla West, Sion, Mumbai, Maharashtra 400070",Mumbai,4.9,31,Natural stone supplier,https://balajistonesuppliers.com/,https://www.google.com/maps/place/Balaji+stone+suppliers/data=!4m7!3m6!1s0x3be7c9c43290fa25:0xaa7f3d05be7fb4dc!8m2!3d19.0541718!4d72.8678398!16s%2Fg%2F11j93jxdkc!19sChIJJfqQMsTJ5zsR3LR_vgU9f6o?authuser=0&hl=en&rclk=1
Ratna Granites & Marble,,09322506867,"KAA 7/1/1/4, Shastri Nagar, Service Road, Near Indian Oil Petrol Pump, Air POrt Side, Western Express Hwy, Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai, Maharashtra 400099",Mumbai,4.8,4,Granite supplier,,https://www.google.com/maps/place/Ratna+Granites+%26+Marble/data=!4m7!3m6!1s0x3be7c852ad1d73ad:0xa66a9874270367f1!8m2!3d19.093521!4d72.8517182!16s%2Fg%2F1pp2tyxz3!19sChIJrXMdrVLI5zsR8WcDJ3SYaqY?authuser=0&hl=en&rclk=1
Shubham Granite And Stone,,07977618862,"Plot No. CST No. 2232, 2233 & 2334, Next To Baglcha Hotel, Malwani, Marve Rd, Rathodi, Malad West, Mumbai, Maharashtra 400095",Mumbai,4.1,14,Granite supplier,,https://www.google.com/maps/place/Shubham+Granite+And+Stone/data=!4m7!3m6!1s0x3be7b6a23699dc03:0x4873dc733f958917!8m2!3d19.1961751!4d72.8114048!16s%2Fg%2F1ptwmr0q3!19sChIJA9yZNqK25zsRF4mVP3Pcc0g?authuser=0&hl=en&rclk=1
samrat granite,,09004560777,"Lal Bahadur Shastri Marg, Naik Nagar, Sion, Mumbai, Maharashtra 400070",Mumbai,5.0,8,Granite supplier,,https://www.google.com/maps/place/samrat+granite/data=!4m7!3m6!1s0x3be7c8c1570a3287:0x8021232d4b1d7b71!8m2!3d19.0560469!4d72.8693942!16s%2Fg%2F11gfdsmpff!19sChIJhzIKV8HI5zsRcXsdSy0jIYA?authuser=0&hl=en&rclk=1
ABHINAV GRANI CERAMICS | Granite | Marble | Kota | Quartz | G5,,09664456656,"Plot No. 7, Sardar Vallabhai Patel Rd, opp. Poonam Darshan Building, MMRDA Colony, Poonam Nagar, Andheri East, Mumbai, Maharashtra 400093",Mumbai,3.7,6,Granite supplier,,https://www.google.com/maps/place/ABHINAV+GRANI+CERAMICS+%7C+Granite+%7C+Marble+%7C+Kota+%7C+Quartz+%7C+G5/data=!4m7!3m6!1s0x3be7b7dea74fd931:0xc43cc34878268295!8m2!3d19.1360798!4d72.8702332!16s%2Fg%2F11g9j7klzy!19sChIJMdlPp9635zsRlYImeEjDPMQ?authuser=0&hl=en&rclk=1
Asia Marble,,09820439311,"Gala No 12 Film City Corner Hari Bhima Tank Wadi, Western Urban Rd, Malad East, Mumbai, Maharashtra 400097",Mumbai,5.0,2,Marble supplier,http://asiamarble.in/,https://www.google.com/maps/place/Asia+Marble/data=!4m7!3m6!1s0x3a27af07389cb377:0xe8e8d6792f510758!8m2!3d19.1747129!4d72.859765!16s%2Fg%2F11cnwm1yt7!19sChIJd7OcOAevJzoRWAdRL3nW6Og?authuser=0&hl=en&rclk=1
Shri Nakoda Marble & Granites,,02226685124,"3VJ2+94P, Datta Mandir Rd, Demello Compound, Vakola, Santacruz East, Mumbai, Maharashtra 400055",Mumbai,4.7,3,Granite supplier,,https://www.google.com/maps/place/Shri+Nakoda+Marble+%26+Granites/data=!4m7!3m6!1s0x3be7c9004f820151:0x513dfb986b020c63!8m2!3d19.0809732!4d72.8503274!16s%2Fg%2F1tfw1hnx!19sChIJUQGCTwDJ5zsRYwwCa5j7PVE?authuser=0&hl=en&rclk=1
Ashoka Granite and Marble Co.,,Send to phone,"Koli Samaj Trust Ground, Yari Rd, near God Gift Towers, Shiv Galli, Versova, Andheri West, Mumbai, Maharashtra 400061",Mumbai,5.0,6,Granite supplier,http://www.ashokagranite.com/,https://www.google.com/maps/place/Ashoka+Granite+and+Marble+Co./data=!4m7!3m6!1s0x3be7b71647d07843:0x46d46641eaeb6e91!8m2!3d19.1446676!4d72.8075712!16s%2Fg%2F11svm7gcmd!19sChIJQ3jQRxa35zsRkW7r6kFm1EY?authuser=0&hl=en&rclk=1
Vikas Tiles ( wholesale In Retailers Building Marterials),,08976774000,"near P.W.D Ground, Jai Ambe Nagar, Akruti Rising City, Mumbai, Maharashtra 400089",Mumbai,4.0,17,Granite supplier,,https://www.google.com/maps/place/Vikas+Tiles+%28+wholesale+In+Retailers+Building+Marterials%29/data=!4m7!3m6!1s0x3be7c71f6f5ae0b7:0xeb420b72b347110f!8m2!3d19.067291!4d72.9103041!16s%2Fg%2F11gr60nrpt!19sChIJt-Babx_H5zsRDxFHs3ILQus?authuser=0&hl=en&rclk=1
Galaxy granite &marble,,09820923929,"Chhabra Compound, Shivaji nagar Vakola, Vakola, Santacruz East, Mumbai, Maharashtra 400055",Mumbai,,,Granite supplier,,https://www.google.com/maps/place/Galaxy+granite+%26marble/data=!4m7!3m6!1s0x3be7c9127d50332b:0x917fbe21ce361541!8m2!3d19.0752012!4d72.8482183!16s%2Fg%2F11p3h5cwny!19sChIJKzNQfRLJ5zsRQRU2ziG-f5E?authuser=0&hl=en&rclk=1
Super Marble,,09969606224,"Service Industrial Area, Plot No.39, Bank Of India Rd, Sector- No.23, Turbhe, Navi Mumbai, Maharashtra 400703",Mumbai,4.9,8,Marble supplier,,https://www.google.com/maps/place/Super+Marble/data=!4m7!3m6!1s0x3be7c1693fffffff:0xadc9f296aed8fc7a!8m2!3d19.0715748!4d73.0165797!16s%2Fg%2F1tf2w801!19sChIJ____P2nB5zsRevzYrpbyya0?authuser=0&hl=en&rclk=1
Space Granite Ind,,Send to phone,"Plot Ni.117-A, Kalamboli Marble Market, off Mumbai - Pune Highway, Sector 23, Kalamboli, Panvel, Maharashtra 410218",Mumbai,5.0,7,Granite supplier,,https://www.google.com/maps/place/Space+Granite+Ind/data=!4m7!3m6!1s0x3be7e977e9c46f61:0x225fc4b039783854!8m2!3d19.0307882!4d73.0913529!16s%2Fg%2F11vbs5jy48!19sChIJYW_E6Xfp5zsRVDh4ObDEXyI?authuser=0&hl=en&rclk=1
Selective Marbles LLP,,02226861555,"Bldg 2, The Ram Mandir Industrial Co-Op Society LTD, Selective Marbles LLP, Gala no. 1, 5 & 1-8, Ram Mandir Rd, Goregaon East, Mumbai, Maharashtra 400063",Mumbai,4.7,7,Marble supplier,,https://www.google.com/maps/place/Selective+Marbles+LLP/data=!4m7!3m6!1s0x3be7b7adf8bf8971:0xbd6c2a185e7d4aee!8m2!3d19.1520322!4d72.8525943!16s%2Fg%2F11b5pkmk35!19sChIJcYm_-K235zsR7kp9XhgqbL0?authuser=0&hl=en&rclk=1
Shivam Marble & Granites,,09820394584,"335 337, Maulana Azad Rd, Ajmer, Grant Road, Mumbai, Maharashtra 400004",Mumbai,4.0,8,Granite supplier,,https://www.google.com/maps/place/Shivam+Marble+%26+Granites/data=!4m7!3m6!1s0x3be7ce3e064659b5:0x74f405b48ed87115!8m2!3d18.960557!4d72.8287195!16s%2Fg%2F11flvw4p5q!19sChIJtVlGBj7O5zsRFXHYjrQF9HQ?authuser=0&hl=en&rclk=1
Shah Marble Polishing services | best diamond polishing | Stone Polishing |Marble Cleaning| marble Maintenance in Mumbai,,09867533397,"near vakola, Anand Nagar, Vakola, police station, Mumbai, Maharashtra 400055",Mumbai,4.9,49,Marble contractor,https://diamondmarblepolish.com/,https://www.google.com/maps/place/Shah+Marble+Polishing+services+%7C+best+diamond+polishing+%7C+Stone+Polishing+%7CMarble+Cleaning%7C+marble+Maintenance+in+Mumbai/data=!4m7!3m6!1s0x3be7c9db3e1f535d:0x69fec312a9cb638!8m2!3d19.0849842!4d72.8467874!16s%2Fg%2F11llx2mlwc!19sChIJXVMfPtvJ5zsROLacKjHsnwY?authuser=0&hl=en&rclk=1
Shri Rajendra Marble and Granites,,09820445422,"CTS 1789, Service road, Milan Subway, side, Vile Parle East, Mumbai, Maharashtra 400057",Mumbai,3.0,4,Granite supplier,,https://www.google.com/maps/place/Shri+Rajendra+Marble+and+Granites/data=!4m7!3m6!1s0x3be7c9ad6899ae7f:0x687bbc3717508325!8m2!3d19.0929596!4d72.848646!16s%2Fg%2F1pp2vm2gf!19sChIJf66ZaK3J5zsRJYNQFze8e2g?authuser=0&hl=en&rclk=1
"Bansi Marble, Granite & Ceramic Tiles",,09821644229,"Plot No 20/A, Ramani Compound, S.V.Road,, Opp H.P.Petrol Pump. Dahisar East. Mumbai 400068, Mumbai, Maharashtra 400068",Mumbai,4.7,31,Granite supplier,https://bansimarble.com/,"https://www.google.com/maps/place/Bansi+Marble,+Granite+%26+Ceramic+Tiles/data=!4m7!3m6!1s0x3be7b0e618f66cf1:0xfaf8f1812c269b46!8m2!3d19.2547489!4d72.8669106!16s%2Fg%2F11hbnpx8nf!19sChIJ8Wz2GOaw5zsRRpsmLIHx-Po?authuser=0&hl=en&rclk=1"
Shree rana granite & tiles,,Send to phone,"Takiya Ward, Brahmanwadi, Kurla, Mumbai, Maharashtra 400070",Mumbai,,,Granite supplier,,https://www.google.com/maps/place/Shree+rana+granite+%26+tiles/data=!4m7!3m6!1s0x3be7c9007a281c1f:0xbdcc85ab2698290d!8m2!3d19.0628602!4d72.8750517!16s%2Fg%2F11z245lhzj!19sChIJHxwoegDJ5zsRDSmYJquFzL0?authuser=0&hl=en&rclk=1
Vikram Granites,,Send to phone,"403, Duncan Rd, Kumbharwada, Mumbai, Maharashtra 400004",Mumbai,1.0,1,Granite supplier,,https://www.google.com/maps/place/Vikram+Granites/data=!4m7!3m6!1s0x3be7ce3de4b364eb:0x7c1ba0961ec50c55!8m2!3d18.9593125!4d72.8284628!16s%2Fg%2F1pty4c3vf!19sChIJ62Sz5D3O5zsRVQzFHpagG3w?authuser=0&hl=en&rclk=1
RISHAB STONE,,09768442081,"SAVLA COMPOUND,SERVICE ROAD, Western Urban Rd, near New Pump House, Andheri East, Mumbai, Maharashtra 400093",Mumbai,5.0,1,Marble supplier,http://www.rishabstone.com/,https://www.google.com/maps/place/RISHAB+STONE/data=!4m7!3m6!1s0x3be7c9e7554dbeb5:0x4b8fff774af30b37!8m2!3d19.1234322!4d72.8569014!16s%2Fg%2F11jsy3kfj0!19sChIJtb5NVefJ5zsRNwvzSnf_j0s?authuser=0&hl=en&rclk=1
Golden marbles,,09820594228,"398/402, Maulana Azad Rd, Duncan Rd, Mumbai, Maharashtra 400004",Mumbai,4.6,24,Marble supplier,https://sites.google.com/view/goldenmarble,https://www.google.com/maps/place/Golden+marbles/data=!4m7!3m6!1s0x3be7b6ff9594532b:0x607bcc034b27cbe3!8m2!3d18.9593009!4d72.8284647!16s%2Fg%2F1tc_73wh!19sChIJK1OUlf-25zsR48snSwPMe2A?authuser=0&hl=en&rclk=1
SHREE SHYAM GRANITES,,09167777197,"Rajput marble market, Plot No . 11 A, Marve Rd, Malad, Rathodi, Malad West, Mumbai, Maharashtra 400095",Mumbai,5.0,2,Marble supplier,,https://www.google.com/maps/place/SHREE+SHYAM+GRANITES/data=!4m7!3m6!1s0x3be7b6a31ea40eb9:0x960bd850ff4dc0e9!8m2!3d19.1981849!4d72.8155421!16s%2Fg%2F11b7251p7t!19sChIJuQ6kHqO25zsR6cBN_1DYC5Y?authuser=0&hl=en&rclk=1
Shree Ram Granite,,Send to phone,"plot no 26, Marble Market, Kalamboli, Panvel, Maharashtra 410218",Mumbai,3.8,12,Granite supplier,,https://www.google.com/maps/place/Shree+Ram+Granite/data=!4m7!3m6!1s0x3be7e9df61657605:0x5ac410e532dd50f0!8m2!3d19.0315566!4d73.0880704!16s%2Fg%2F1tycv37q!19sChIJBXZlYd_p5zsR8FDdMuUQxFo?authuser=0&hl=en&rclk=1
Matrix Impex,,09408214281,"3RVV+CH4, Veer Makrand Ghanekar Marg, Akash Kiran Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",Mumbai,5.0,1,Marble supplier,https://matriximpex.co.in/,https://www.google.com/maps/place/Matrix+Impex/data=!4m7!3m6!1s0x3be7c9b1def48883:0xee6603657ce5e418!8m2!3d19.0935079!4d72.8439667!16s%2Fg%2F11c58ngtck!19sChIJg4j03rHJ5zsRGOTlfGUDZu4?authuser=0&hl=en&rclk=1
Salasar Marble & Ceramics,,09833404907,"Plot No.1/2, Turbhe Rd, opp. Force Vashi Automobile, Sector 23, Vashi, Navi Mumbai, Maharashtra 400703",Mumbai,5.0,7,Marble supplier,,https://www.google.com/maps/place/Salasar+Marble+%26+Ceramics/data=!4m7!3m6!1s0x3be7c16a759dd39b:0x9bbf2a277632f8db!8m2!3d19.0725573!4d73.0157886!16s%2Fg%2F1ptzn41mj!19sChIJm9OddWrB5zsR2_gydicqv5s?authuser=0&hl=en&rclk=1
Sai Granite,,09768699101,"Plot No. 5, Marble Market, Vashi-Turbhe Rd, Sector 23, Turbhe, Navi Mumbai, Maharashtra 400703",Mumbai,3.7,3,Granite supplier,,https://www.google.com/maps/place/Sai+Granite/data=!4m7!3m6!1s0x3be7c1402d9ca2c9:0x5bf7ea87805fbe74!8m2!3d19.072535!4d73.016227!16s%2Fg%2F1pp2tz27n!19sChIJyaKcLUDB5zsRdL5fgIfq91s?authuser=0&hl=en&rclk=1
Shrinathji flooring solutions,,08850986427,"Plot no 105, near Shiv Mandir Road, Marble Market, Kalamboli, Panvel, Maharashtra 410218",Mumbai,5.0,9,Granite supplier,,https://www.google.com/maps/place/Shrinathji+flooring+solutions/data=!4m7!3m6!1s0x3be7e9126f780ad5:0x8ccaeb18bea9e7a8!8m2!3d19.0313101!4d73.0904455!16s%2Fg%2F11y4l6f87y!19sChIJ1Qp4bxLp5zsRqOepvhjryow?authuser=0&hl=en&rclk=1
STONE RESOURCE,,02228354536,,Mumbai,5.0,1,Granite supplier,https://stoneresource.in/,https://www.google.com/maps/place/STONE+RESOURCE/data=!4m7!3m6!1s0x3be7c83c248796b5:0x8b3ebdb82b7fd60!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11h5mbb28c!19sChIJtZaHJDzI5zsRYP23gtvrswg?authuser=0&hl=en&rclk=1
Maruti Marble,,Send to phone,"Plot-39a, near, Janta Market Rd, Sector 23, Turbhe, Navi Mumbai, Maharashtra 400703",Mumbai,4.7,3,Marble supplier,,https://www.google.com/maps/place/Maruti+Marble/data=!4m7!3m6!1s0x3be7c3c8639c13bf:0x4e11425781668592!8m2!3d19.0714!4d73.0163984!16s%2Fg%2F1wl4p1sh!19sChIJvxOcY8jD5zsRkoVmgVdCEU4?authuser=0&hl=en&rclk=1
STONEARTS,,09820234035,"Bharat Bazar, 67/68, off DS Road, opp. Municipal Industrial Estate, Gandhi Nagar, Upper Worli, Worli, Mumbai, Maharashtra 400018",Mumbai,4.8,22,Stone carving,https://www.stonearrt.com/,https://www.google.com/maps/place/STONEARTS/data=!4m7!3m6!1s0x3be7ce8ee853c109:0x1b1e194ef5e1c90!8m2!3d18.9940346!4d72.8209839!16s%2Fg%2F1tfxf4jp!19sChIJCcFT6I7O5zsRkBxe75ThsQE?authuser=0&hl=en&rclk=1
"Kohler Exclusive Showroom - The White Stone, Mumbai",,07949291738,"Near Maharashtra weight bridge, Sion, Kurla, Mumbai, Maharashtra 400070",Mumbai,3.7,3,Tile store,https://stores.kohler.co.in/kohler-authorized-dealer-the-white-stone-mumbai-sion-mumbai-12379/overview,"https://www.google.com/maps/place/Kohler+Exclusive+Showroom+-+The+White+Stone,+Mumbai/data=!4m7!3m6!1s0x3be7c9f86eb88915:0xabc8be474e39f15!8m2!3d19.0538277!4d72.8677406!16s%2Fg%2F11ks6nl7nb!19sChIJFYm4bvjJ5zsRFZ_jdOSLvAo?authuser=0&hl=en&rclk=1"
Parth Marble & Granite,,09820300412,"No. 444, Maulana Azad Road, Duncan Rd, near Round Temple, Chor Bazaar, Kamathipura, Mumbai, Maharashtra 400004",Mumbai,3.5,4,Granite supplier,,https://www.google.com/maps/place/Parth+Marble+%26+Granite/data=!4m7!3m6!1s0x3be7ce3df22b322b:0xad15ff9cba659122!8m2!3d18.9591002!4d72.8283196!16s%2Fg%2F1pt_s7gbj!19sChIJKzIr8j3O5zsRIpFlupz_Fa0?authuser=0&hl=en&rclk=1
Beautiful Homes,,09867853693,"Pandit Jawaharlal Nehru Rd, Chaitanya Nagar, Davri Nagar, Vakola, Santacruz East, Mumbai, Maharashtra 400055",Mumbai,4.5,46,Tile store,https://www.beautifulhomesenterprise.com/,https://www.google.com/maps/place/Beautiful+Homes/data=!4m7!3m6!1s0x3be7c958acfe1f25:0x2bb74170fae6c3e6!8m2!3d19.0801837!4d72.8475592!16s%2Fg%2F11h465n2wf!19sChIJJR_-rFjJ5zsR5sPm-nBBtys?authuser=0&hl=en&rclk=1
Samyak Marbles / Perfect Stone Solution,,09820136251,"Malad, Kharodi Village, Malad West, Mumbai, Maharashtra 400095",Mumbai,4.8,16,Marble supplier,,https://www.google.com/maps/place/Samyak+Marbles+%2F+Perfect+Stone+Solution/data=!4m7!3m6!1s0x3be7b6a31549db01:0x391d32fb68cd88e7!8m2!3d19.1982742!4d72.8144792!16s%2Fg%2F11cssvgkz6!19sChIJAdtJFaO25zsR54jNaPsyHTk?authuser=0&hl=en&rclk=1
R.R MARBLE & GRANITE,,08619809223,"AIRPORT SIDE, Western Express Hwy, Marble Market, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",Mumbai,5.0,1,Marble supplier,https://rr-marble-granite.grexa.site/,https://www.google.com/maps/place/R.R+MARBLE+%26+GRANITE/data=!4m7!3m6!1s0x3be7c98f6a519d55:0x55e78e5b52211d84!8m2!3d19.0917877!4d72.8470035!16s%2Fg%2F11tcg4hj4w!19sChIJVZ1Rao_J5zsRhB0hUluO51U?authuser=0&hl=en&rclk=1
Gamco Marble Impex,,09892454346,"Pathare wadi road, opp. Swagat bageecha restaurant, Marve Rd, near Rajputana Marble Market, Malad West, Mumbai, Maharashtra 400095",Mumbai,5.0,5,Marble supplier,,https://www.google.com/maps/place/Gamco+Marble+Impex/data=!4m7!3m6!1s0x3be7b63609b34195:0xd500a617cbade180!8m2!3d19.1975126!4d72.8121017!16s%2Fg%2F1yg6d006p!19sChIJlUGzCTa25zsRgOGtyxemANU?authuser=0&hl=en&rclk=1
Beauty Granites,,Send to phone,"A, KAMAL CHS, Milan Sub Way Road, Azad Road, Vile Parle East, Mumbai - 400057, Veer Makrand Ghanekar Marg, Veer Markhand, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",Mumbai,4.3,3,Granite supplier,,https://www.google.com/maps/place/Beauty+Granites/data=!4m7!3m6!1s0x3be7c9b1bb8f6a89:0xb2e702abdb719c60!8m2!3d19.0924682!4d72.8439549!16s%2Fg%2F1thllk03!19sChIJiWqPu7HJ5zsRYJxx26sC57I?authuser=0&hl=en&rclk=1
Ashoka Marble & Granites,,Send to phone,"P.K. Compound, Bridge, near Anjaneya Hotel, Santacruz, Mumbai, Shivaji nagar Vakola, Vakola, Santacruz East, Mumbai, Maharashtra 400055",Mumbai,5.0,1,Granite supplier,,https://www.google.com/maps/place/Ashoka+Marble+%26+Granites/data=!4m7!3m6!1s0x3be7c9f6433061cf:0xdeedc218acaa9b82!8m2!3d19.0759952!4d72.849118!16s%2Fg%2F11khc43x1s!19sChIJz2EwQ_bJ5zsRgpuqrBjC7d4?authuser=0&hl=en&rclk=1
Vinayak Granite,,08696381915,"Rajput marble market, behind RMC, Plot no.22, Marve Rd, Rathodi, Malad West, Mumbai, Maharashtra 400095",Mumbai,,,Granite supplier,,https://www.google.com/maps/place/Vinayak+Granite/data=!4m7!3m6!1s0x3be7b7d4dfc334fb:0xe700c1fbbae8594b!8m2!3d19.1975993!4d72.8145966!16s%2Fg%2F11v04v_bdr!19sChIJ-zTD39S35zsRS1nouvvBAOc?authuser=0&hl=en&rclk=1
Jeteshwar granite and Marbles,,08875883461,"Ganesh Cottage, Flat No. R No. 10, Marve Rd, behind Vrindavan society, Malad, Kharodi Village, Malad West, Mumbai, Maharashtra 400095",Mumbai,,,Granite supplier,,https://www.google.com/maps/place/Jeteshwar+granite+and+Marbles/data=!4m7!3m6!1s0x3be7b78cc42dcdd5:0x2dcc1f9719f56d53!8m2!3d19.1975772!4d72.8144473!16s%2Fg%2F11x0yb2q4y!19sChIJ1c0txIy35zsRU231GZcfzC0?authuser=0&hl=en&rclk=1
Shri Shanti Suri Granites & Marbles,,09860064133,"Undari, Pisoli Rd, near Padmavati Temple, opp. Ambekar Hotel, Atur Nagar, Pisoli, Pune, Maharashtra 411060",Pune,4.8,34,Marble supplier,http://sssgranites.com/,https://www.google.com/maps/place/Shri+Shanti+Suri+Granites+%26+Marbles/data=!4m7!3m6!1s0x3bc2ea577aeaa6db:0x541cc20625a1c21f!8m2!3d18.4501151!4d73.910966!16s%2Fg%2F11ckxw5d1w!19sChIJ26bqelfqwjsRH8KhJQbCHFQ?authuser=0&hl=en&rclk=1
RK Granite Centre,,02060123060,"HQ49+MX7, Pune Banglore Highway Pashan Exit, Baner Annex, Baner, Pune, Maharashtra 411045",Pune,4.6,19,Granite supplier,http://www.rkgranite.com/,https://www.google.com/maps/place/RK+Granite+Centre/data=!4m7!3m6!1s0x3bc2beb821ba02eb:0x482470bed5f3fbe0!8m2!3d18.556658!4d73.7699217!16s%2Fg%2F1pp2wzl9g!19sChIJ6wK6Ibi-wjsR4Pvz1b5wJEg?authuser=0&hl=en&rclk=1
Shree Mahadev Tiles and Granites,,08208508022,"Sr no 294, Shree Mahadev Tiles and Granites, Plot no 5, near Ebix cash company, Bhunde Vasti, Bavdhan, Pune, Maharashtra 411021",Pune,5.0,44,Store,http://www.instagram.com/smtg_pune,https://www.google.com/maps/place/Shree+Mahadev+Tiles+and+Granites/data=!4m7!3m6!1s0x3bc2bf1cecef015f:0x2cf026436eadf286!8m2!3d18.5257803!4d73.7709797!16s%2Fg%2F11pzkk9lwh!19sChIJXwHv7By_wjsRhvKtbkMm8Cw?authuser=0&hl=en&rclk=1
Shakti Marble & Granites,,09422017004,"S. No. 29, 6/1, Bengaluru - Mumbai Hwy, N.H 4, Bavdhan, Pune, Maharashtra 411021",Pune,4.8,45,Granite supplier,,https://www.google.com/maps/place/Shakti+Marble+%26+Granites/data=!4m7!3m6!1s0x3bc2bf16e1eeb62b:0x54e27bc534c5c931!8m2!3d18.5146443!4d73.7689573!16s%2Fg%2F11j50h2kc7!19sChIJK7bu4Ra_wjsRMcnFNMV74lQ?authuser=0&hl=en&rclk=1
CoreRise Developments – Granite & Marble Supplier in Pune,,Send to phone,"Shop 2, Ground Floor, Choudhary Complex, Shiv Colony, Pune, Maharashtra 411060",Pune,5.0,7,Granite supplier,http://corerisedevelopments.com/,https://www.google.com/maps/place/CoreRise+Developments+%E2%80%93+Granite+%26+Marble+Supplier+in+Pune/data=!4m7!3m6!1s0x3bc2eb3156b5fd9d:0xd3d711f57a5c1db9!8m2!3d18.4539263!4d73.8454001!16s%2Fg%2F11n44w2pvz!19sChIJnf21VjHrwjsRuR1cevUR19M?authuser=0&hl=en&rclk=1
Rohini Granite stones LLP,,08888088303,"22/5, Bharat Ratna Dr. Babasaheb Ambedkar Marg, opp. malhar hotel, Laxman Nagar, Thergaon, pune, Pimpri-Chinchwad, Maharashtra 411033",Pune,4.3,19,Granite supplier,,https://www.google.com/maps/place/Rohini+Granite+stones+LLP/data=!4m7!3m6!1s0x3bc2b971581c4c69:0x762f1bff67a28df4!8m2!3d18.6146399!4d73.7723706!16s%2Fg%2F11h7q4xzk_!19sChIJaUwcWHG5wjsR9I2iZ_8bL3Y?authuser=0&hl=en&rclk=1
Balaji stonex Pune,,08347333111,"Sr. No.123, Pune - Nashik Hwy, near Satguru Nagar, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",Pune,4.8,19,Granite supplier,,https://www.google.com/maps/place/Balaji+stonex+Pune/data=!4m7!3m6!1s0x3bc2c78b0c34e753:0x471866ac64724edc!8m2!3d18.637262!4d73.8502703!16s%2Fg%2F11sttrhgc2!19sChIJU-c0DIvHwjsR3E5yZKxmGEc?authuser=0&hl=en&rclk=1
Sainath Granites & Marbles,,09371031776,"HXF5+H5M, MH SH 27, Sai Satyam Park, Khandve Nagar, Wagholi, Pune, Maharashtra 412207",Pune,4.5,16,Marble contractor,,https://www.google.com/maps/place/Sainath+Granites+%26+Marbles/data=!4m7!3m6!1s0x3bc2c3f2942390e3:0x277d33eea429384!8m2!3d18.5739634!4d73.9579064!16s%2Fg%2F1yfprtx12!19sChIJ45AjlPLDwjsRhJNC6j7TdwI?authuser=0&hl=en&rclk=1
STONE KART,,09623094974,"n o 3, kohinoor b zone baner shop, Baner, Pune, Maharashtra 411045",Pune,4.7,29,Natural stone supplier,,https://www.google.com/maps/place/STONE+KART/data=!4m7!3m6!1s0x3bc2bf34f7a1b261:0xe4834c7d3168b8da!8m2!3d18.5541363!4d73.7707137!16s%2Fg%2F11h3nhd_z9!19sChIJYbKh9zS_wjsR2rhoMX1Mg-Q?authuser=0&hl=en&rclk=1
Hannmantrao Marbles,,07507063666,"Ramtekdi Industrial Estate, 70/4, next to Chintamani, JJC Colony, Ramtekadi, Hadapsar, Pune, Maharashtra 411028",Pune,4.9,37,Home goods store,,https://www.google.com/maps/place/Hannmantrao+Marbles/data=!4m7!3m6!1s0x3bc2c1e9e3f13ba3:0xbf2eafe5ac8bc0ca!8m2!3d18.496913!4d73.9179706!16s%2Fg%2F11c54nvwyn!19sChIJozvx4-nBwjsRysCLrOWvLr8?authuser=0&hl=en&rclk=1
"Rk Granite & Marble – Tiles Factory outlet, Handewadi road",,09067114747,"DHRUV GLIBAL SCHOOL, SR.26/3/B, Handewadi Rd, near MAYURI VAJAN KATA, Undri, Pune, Maharashtra 411060",Pune,5.0,3,Granite supplier,http://www.rkgranite.com/,"https://www.google.com/maps/place/Rk+Granite+%26+Marble+%E2%80%93+Tiles+Factory+outlet,+Handewadi+road/data=!4m7!3m6!1s0x3bc2ebe75a048c87:0xed54bab4d5aff504!8m2!3d18.4546363!4d73.9253001!16s%2Fg%2F11vbs9c94h!19sChIJh4wEWufrwjsRBPWv1bS6VO0?authuser=0&hl=en&rclk=1"
